,Late Delivery Probability,Risk Category,Actual Late Delivery,Key Risk Drivers,Order Region,Customer Segment,Customer Country,Product Name,Category Name,Department Name,Shipping Mode,Order Status
89550,0.99982125,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Home Office,Puerto Rico,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,COMPLETE
7237,0.99982125,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Consumer,EE. UU.,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,First Class,CLOSED
110844,0.99982125,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South America,Corporate,Puerto Rico,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,COMPLETE
130042,0.99982125,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Consumer,EE. UU.,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,First Class,CLOSED
150653,0.9998211,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Home Office,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,COMPLETE
44234,0.9998211,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Home Office,EE. UU.,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,First Class,PENDING_PAYMENT
75030,0.9998211,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Corporate,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,PENDING_PAYMENT
176601,0.999821,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Eastern Asia,Consumer,Puerto Rico,Toys ,Toys,Fan Shop,First Class,CLOSED
34059,0.999821,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South America,Consumer,Puerto Rico,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,First Class,PENDING
64117,0.9998209,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southern Europe,Consumer,Puerto Rico,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,PENDING_PAYMENT
127720,0.99982077,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",US Center ,Consumer,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,PENDING
168027,0.99982077,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Corporate,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,PENDING
128304,0.99982077,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West Asia,Consumer,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,PENDING
159805,0.99982077,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",East of USA,Consumer,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,COMPLETE
49088,0.99982065,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West of USA ,Consumer,Puerto Rico,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,PENDING_PAYMENT
105870,0.99982053,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southeast Asia,Home Office,Puerto Rico,Pelican Sunstream 100 Kayak,Water Sports,Fan Shop,First Class,PENDING
47912,0.9998204,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South America,Corporate,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,PENDING_PAYMENT
106245,0.9998204,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Western Europe,Corporate,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,ON_HOLD
177696,0.9998204,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Eastern Asia,Home Office,Puerto Rico,Children's heaters,Children's Clothing,Apparel,First Class,COMPLETE
95189,0.9998202,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Consumer,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,PENDING_PAYMENT
61801,0.9998202,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Consumer,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,PENDING_PAYMENT
168650,0.9998202,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South America,Corporate,Puerto Rico,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,First Class,COMPLETE
72845,0.99981993,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Consumer,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,First Class,CLOSED
20946,0.99981993,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Consumer,Puerto Rico,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,Fan Shop,First Class,PENDING_PAYMENT
116280,0.99981993,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Home Office,EE. UU.,LIJA Women's Mid-Length Panel Golf Shorts,Golf Shoes,Outdoors,First Class,PENDING
90413,0.9998198,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Consumer,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,COMPLETE
77338,0.9998197,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Northern Europe,Home Office,Puerto Rico,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,PENDING
66838,0.9998196,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Corporate,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,PENDING
8009,0.9998196,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central Africa,Consumer,EE. UU.,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,First Class,PENDING_PAYMENT
37943,0.9998196,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West Asia,Consumer,Puerto Rico,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,PENDING_PAYMENT
126725,0.9998196,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West Africa,Consumer,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,PROCESSING
100605,0.9998196,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Western Europe,Corporate,Puerto Rico,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,COMPLETE
134126,0.99981946,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southern Europe,Consumer,Puerto Rico,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,First Class,PROCESSING
128324,0.99981946,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Caribbean,Consumer,Puerto Rico,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,First Class,CLOSED
77740,0.99981946,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southern Europe,Consumer,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,PENDING_PAYMENT
174595,0.99981946,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Northern Europe,Consumer,EE. UU.,Porcelain crafts,Crafts,Apparel,First Class,PENDING
14497,0.99981946,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West Asia,Consumer,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,PENDING_PAYMENT
123017,0.99981946,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Caribbean,Corporate,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,CLOSED
14511,0.99981934,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Eastern Asia,Consumer,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,PROCESSING
47382,0.99981934,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Corporate,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,PENDING_PAYMENT
19407,0.9998192,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West of USA ,Home Office,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,COMPLETE
55229,0.9998192,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",North Africa,Corporate,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,First Class,PENDING_PAYMENT
144375,0.9998192,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West of USA ,Consumer,Puerto Rico,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,COMPLETE
73245,0.9998191,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",East of USA,Corporate,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,CLOSED
38057,0.9998191,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Corporate,EE. UU.,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,First Class,CLOSED
90510,0.999819,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",East Africa,Consumer,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,PENDING
29694,0.999819,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Oceania,Consumer,Puerto Rico,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,PROCESSING
108613,0.999819,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",South Asia,Corporate,EE. UU.,Team Golf Tennessee Volunteers Putter Grip,Accessories,Outdoors,First Class,PENDING
848,0.999819,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South America,Home Office,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,PENDING_PAYMENT
93785,0.99981886,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Eastern Asia,Corporate,EE. UU.,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,Fan Shop,First Class,PROCESSING
119089,0.99981886,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South America,Home Office,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,COMPLETE
154552,0.99981886,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Caribbean,Consumer,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,PENDING_PAYMENT
46651,0.9998186,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Eastern Europe,Consumer,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,PENDING
168750,0.9998186,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South America,Consumer,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,First Class,COMPLETE
150932,0.9998186,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",East Africa,Consumer,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,COMPLETE
10607,0.9998185,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Consumer,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,COMPLETE
79168,0.9998185,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West Asia,Home Office,EE. UU.,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,First Class,CLOSED
83680,0.9998184,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Northern Europe,Consumer,EE. UU.,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,Fan Shop,First Class,ON_HOLD
133314,0.9998184,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Caribbean,Corporate,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,PENDING_PAYMENT
122233,0.99981827,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West of USA ,Consumer,EE. UU.,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,First Class,PENDING
72770,0.99981827,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Consumer,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,PROCESSING
68622,0.99981815,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",North Africa,Consumer,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,PENDING
84359,0.999818,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southeast Asia,Consumer,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,PENDING
94911,0.999818,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West of USA ,Corporate,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,PENDING_PAYMENT
151323,0.9998179,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West Asia,Corporate,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,PENDING_PAYMENT
103315,0.9998178,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South Asia,Consumer,EE. UU.,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,First Class,COMPLETE
73357,0.9998178,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Northern Europe,Consumer,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,PENDING_PAYMENT
100011,0.9998178,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Consumer,EE. UU.,Titleist Pro V1 High Numbers Personalized Gol,Electronics,Outdoors,First Class,COMPLETE
849,0.9998178,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South America,Home Office,Puerto Rico,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,PENDING_PAYMENT
155853,0.99981767,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South Asia,Consumer,Puerto Rico,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,PENDING_PAYMENT
112542,0.99981767,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Southeast Asia,Home Office,Puerto Rico,Hirzl Women's Soffft Flex Golf Glove,Golf Balls,Outdoors,First Class,COMPLETE
91916,0.99981767,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Oceania,Consumer,Puerto Rico,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,First Class,COMPLETE
65966,0.99981767,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Central America,Corporate,EE. UU.,Under Armour Women's Ignite Slide,Electronics,Footwear,First Class,CLOSED
101807,0.99981767,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West of USA ,Corporate,Puerto Rico,Bridgestone e6 Straight Distance NFL Carolina,Electronics,Outdoors,First Class,PENDING_PAYMENT
131092,0.99981755,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central Africa,Consumer,Puerto Rico,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,ON_HOLD
106882,0.99981743,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South Asia,Home Office,EE. UU.,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,First Class,PROCESSING
42582,0.99981743,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Eastern Asia,Consumer,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,COMPLETE
147772,0.99981743,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Consumer,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,COMPLETE
32437,0.99981743,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Caribbean,Home Office,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,PENDING
163620,0.99981743,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South America,Corporate,EE. UU.,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,First Class,COMPLETE
68239,0.9998173,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Corporate,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,PENDING_PAYMENT
57627,0.9998173,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South Asia,Consumer,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,First Class,CLOSED
133967,0.9998173,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",West of USA ,Consumer,EE. UU.,adidas Kids' F5 Messi FG Soccer Cleat,Baseball & Softball,Fitness,First Class,COMPLETE
62976,0.9998173,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Northern Europe,Home Office,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,First Class,PENDING_PAYMENT
77653,0.9998173,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southeast Asia,Consumer,Puerto Rico,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,First Class,PENDING_PAYMENT
51433,0.9998173,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",East of USA,Corporate,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,PENDING
149398,0.9998172,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southern Europe,Corporate,Puerto Rico,Nike Dri-FIT Crew Sock 6 Pack,Hockey,Fitness,First Class,ON_HOLD
33548,0.9998171,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Oceania,Consumer,Puerto Rico,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,COMPLETE
52468,0.9998171,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Corporate,Puerto Rico,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,COMPLETE
140707,0.9998171,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South America,Home Office,Puerto Rico,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,PENDING_PAYMENT
20193,0.9998171,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southeast Asia,Corporate,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,PENDING
14396,0.99981695,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Oceania,Corporate,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,COMPLETE
10588,0.99981683,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Consumer,Puerto Rico,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,First Class,COMPLETE
10752,0.99981683,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South Asia,Consumer,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,PENDING_PAYMENT
142,0.9998167,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Corporate,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,CLOSED
31440,0.9998166,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Consumer,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,COMPLETE
